client_id,primary_org_id,first_name,last_name,middle_name,aliases,dob,age,gender,indigenous_identity,citizenship_status,veteran_status,primary_language,current_sleeping_location,housing_status,first_homeless_date,current_episode_start_date,days_homeless_past_3_years,chronic_homeless_flag,mental_health_flag,substance_use_flag,physical_health_flag,developmental_flag,bnl_active_flag,bnl_status,ca_enrolled_flag,ca_priority_level,assessment_tool,assessment_date,assessment_total_score,assessment_acuity_level,last_contact_date,ocap_protected,ocap_governing_nation,ocap_data_use_conditions,consent_coverage_level,default_sharing_scope,current_consent_id,phone,email
CLI-0651,ORG-0007,ERIKA,Bates,Alicia,,,17,female,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2020-12-01,2025-06-06,54,False,True,True,False,False,False,,False,,none,,,,2026-03-17,False,,,minimal,no_sharing,CNS-00940,(250) 348-5649,reevesfernando@example.net
CLI-0652,ORG-0005,erik,THOMPSON,Rhonda,,,43,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,09/10/2024,2025-07-02,32,False,False,False,False,False,False,,False,,VI_SPDAT,2023-05-24,9.0,high,2026-03-23,True,Pauquachin,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-01681,,
CLI-0653,ORG-0003,GORDON,Gomez,,,1994-03-08,32,male,non_indigenous,refugee_claimant,False,french,emergency_shelter,homeless,31/01/2025,17/07/2025,738,True,False,False,False,False,True,housed,True,p1,local,05/05/2023,4.0,moderate,2026-03-19,False,,,partial,limited_agencies,CNS-02263,(250) 612-7575,Unknown
CLI-0654,ORG-0001,RAYMOND,LE,,,2006-03-18,20,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2019-05-29,2019-09-26,571,True,False,False,True,False,False,,False,,TAY_VI_SPDAT,2024-10-27,17.0,very_high,2026-02-16,True,Songhees,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-02726,(250) 493-6934,doneal@example.net
CLI-0655,ORG-0007,MARIA,STEELE,,,1956-07-08,70,female,non_indigenous,canadian_citizen,False,english,hotel_motel,homeless,2020-11-29,03/25/2022,746,True,False,True,True,False,False,,True,p2,local,"October 12, 2024",10.0,high,01/31/2026,False,,,partial,no_sharing,CNS-01504,,kristin96@example.com
CLI-0656,ORG-0003,Lisa,Lee,,,23/07/1987,39,female,unknown,canadian_citizen,False,english,housed,housed,15/02/2024,2025-05-12,1075,False,False,False,True,True,False,,False,,none,,,,2026-04-13,False,,,partial,all_dsa_agencies,CNS-00954,250.426.2755,
CLI-0657,ORG-0004,DAVID,GRANT,Jeffrey,,1947-02-26,79,male,non_indigenous,permanent_resident,False,english,unsheltered,homeless,03/30/2019,2020-12-06,207,True,True,True,False,False,False,,True,p2,VI_SPDAT,"December 02, 2023",7.0,moderate,2026-03-05,False,,,minimal,limited_agencies,CNS-00955,(250) 381-5953,
CLI-0658,ORG-0001,Valerie,Evans,,,22/02/1971,55,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-08-13,01/24/2026,1059,False,False,False,True,False,False,,False,,VI_SPDAT,2026-01-04,6.0,moderate,21/01/2026,False,,,none,no_sharing,CNS-04372,+1-250-799-7779,darrell66@example.com
CLI-0659,ORG-0005,dylan,Clark,Janet,,1957-03-03,69,male,unknown,refugee_claimant,False,other,unsheltered,homeless,2020-09-09,"April 05, 2026",321,False,True,False,True,False,False,,True,p3,VI_SPDAT,"February 19, 2024",8.0,high,"February 08, 2026",False,,,full,limited_agencies,CNS-02701,(250) 506-2599,
CLI-0660,ORG-0002,Emily,Bailey,Sarah,,09/27/2003,23,female,non_indigenous,refugee_claimant,False,french,unknown,homeless,2024-08-13,2025-12-03,879,True,False,True,True,False,False,,True,p2,none,,,,"February 07, 2026",False,,,minimal,all_dsa_agencies,CNS-04422,(250) 528-0268,lewiskimberly@example.org
CLI-0661,ORG-0009,REBECCA,Hill,,,1962-11-15,64,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,12/24/2022,11/28/2025,37,True,True,True,False,False,False,,True,p3,TAY_VI_SPDAT,2023-08-18,11.0,high,2026-03-13,False,,,full,no_sharing,CNS-03610,2502825038,ygrimes@example.net
CLI-0662,ORG-0001,Barbara,Rhodes,,,1985-03-05,41,female,non_indigenous,canadian_citizen,False,english,housed,housed,30/01/2018,2020-02-14,617,False,False,True,False,False,True,housed,True,p2,VI_SPDAT,2025-10-22,7.0,moderate,2026-01-23,False,,,full,limited_agencies,CNS-03738,,deborahturner@example.org
CLI-0663,ORG-0005,jamie,BAIrd,Loretta,,1954-03-06,72,two_spirit,first_nations,canadian_citizen,False,other,couch_surfing,homeless,2025-08-27,2026-02-17,760,False,True,False,False,False,False,,False,,VI_SPDAT,01/16/2025,8.0,high,2026-04-18,True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,all_dsa_agencies,CNS-01952,250-985-7079,allenperez@example.com
CLI-0664,ORG-0006,Troy,Ballard,,,07/03/1967,59,male,unknown,permanent_resident,False,english,emergency_shelter,homeless,2025-10-18,2025-11-15,484,False,False,False,False,False,False,,False,,none,,,,2026-01-20,False,,,minimal,all_dsa_agencies,CNS-02439,(250) 851-5838,tommy77@example.com
CLI-0665,ORG-0007,DONNA,Roberts,,Jennifer,2009-02-12,17,female,non_indigenous,canadian_citizen,False,french,transitional_housing,homeless,2021-09-14,03/01/2023,664,False,False,False,False,False,False,,False,,local,2024-07-19,6.0,moderate,2026-03-23,False,,,none,single_agency_only,CNS-04652,2506107292,stevenperry@example.org
CLI-0666,ORG-0003,Gregory,Ramos,Jonathan,,1962-02-11,64,male,non_indigenous,unknown,True,english,unsheltered,homeless,"February 09, 2019",2022-12-08,771,False,False,True,False,False,True,housed,True,p2,none,,,,2026-04-05,False,,,none,limited_agencies,CNS-00967,2503549560,
CLI-0667,ORG-0004,Karen,Harris,,,1976-07-25,50,female,prefer_not_to_answer,unknown,False,english,institution,homeless,"January 22, 2022",03/18/2024,569,False,False,True,False,False,False,,False,,VI_SPDAT,2023-05-06,6.0,moderate,"February 15, 2026",False,,,full,no_sharing,CNS-02339,250-686-8244,
CLI-0668,ORG-0006,KIMBERLY,Fitzpatrick,,,"August 10, 1964",62,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2023-10-17,02/16/2026,644,True,False,True,True,False,True,inactive,True,p1,VI_SPDAT,2025-02-11,12.0,very_high,2026-04-16,False,,,partial,limited_agencies,CNS-03400,(250) 809-3224,999
CLI-0669,ORG-0008,Michael,Taylor,,,,56,male,first_nations,canadian_citizen,False,english,couch_surfing,homeless,2019-12-25,2020-08-16,715,True,False,False,False,False,True,inactive,True,p3,VI_SPDAT,12/10/2025,11.0,high,06/04/2026,True,Esquimalt,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-02301,250.235.1095,
CLI-0670,ORG-0004,Lisa,Matthews,John,,07/09/1970,56,female,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2018-04-25,2021-01-07,561,False,False,True,False,False,True,housed,True,p1,VI_SPDAT,2025-07-21,11.0,high,2026-02-14,False,,,partial,all_dsa_agencies,CNS-04278,(250) 823-8875,mark48@example.org
CLI-0671,ORG-0003,MICHAEL,Schmidt,,,Unknown,18,male,non_indigenous,canadian_citizen,False,english,housed,housed,2021-01-04,09/14/2025,857,False,True,False,False,True,False,,False,,VI_SPDAT,2026-03-30,10.0,high,2026-01-20,False,,,partial,limited_agencies,CNS-04392,(250) 414-1559,gaydustin@example.net
CLI-0672,ORG-0003,Margaret,Williams,,,1967-01-04,59,unknown,unknown,canadian_citizen,False,english,emergency_shelter,homeless,2020-06-04,04/29/2021,849,False,False,True,False,True,False,,False,,VI_SPDAT,03/09/2023,9.0,high,2026-02-25,True,,No secondary use; annual review; nation data steward approval,partial,limited_agencies,CNS-00979,(250) 463-0688,
CLI-0673,ORG-0003,Jason,Love,,,19/07/1952,74,male,first_nations,canadian_citizen,False,english,institution,homeless,2020-12-02,2021-04-05,350,True,True,False,False,False,False,,False,,VI_SPDAT,2024-03-24,6.0,moderate,2026-04-06,True,Tsawout,No secondary use; annual review; nation data steward approval,partial,limited_agencies,CNS-04823,2507014964,andrew65@example.net
CLI-0674,ORG-0008,Brian,Townsend,Adam,,1975-03-19,51,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,15/03/2024,01/03/2026,652,True,False,False,False,False,True,inactive,True,p1,VI_SPDAT,2025-02-04,8.0,high,2026-01-21,False,,,none,all_dsa_agencies,CNS-04977,Unknown,ureed@example.com
CLI-0675,ORG-0009,Krista,Hickman,,,1988-08-12,38,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2021-05-11,2025-12-02,517,True,True,False,True,False,False,,True,p2,none,,,,2026-02-10,False,,,partial,single_agency_only,CNS-04684,Unknown,
CLI-0676,ORG-0004,JASON,Donovan,,,1960-04-12,66,male,metis,canadian_citizen,False,english,unsheltered,homeless,2020-07-15,2025-01-28,1062,False,True,False,True,False,False,,True,p3,local,2024-05-17,16.0,very_high,2026-02-12,False,,,partial,single_agency_only,CNS-03079,(250) 636-7601,
CLI-0677,ORG-0004,Shawn,Woods,James,,1996-09-01,30,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2024-11-11,2025-03-28,145,False,True,False,False,False,False,,True,p3,VI_SPDAT,2024-09-24,14.0,very_high,2026-04-04,False,,,minimal,single_agency_only,CNS-00984,,estradaamy@example.net
CLI-0678,ORG-0003,Victor,Morris,Debbie,,1968-05-21,58,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,28/01/2021,2023-09-24,682,False,False,False,True,False,False,,True,p1,local,2023-10-18,3.0,low,2026-04-18,False,,,full,no_sharing,CNS-00985,,
CLI-0679,ORG-0002,Terry,Davis,,Audrey,2003-04-01,23,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2019-01-22,04/02/2022,459,False,False,True,True,True,True,inactive,True,p2,VI_SPDAT,2023-04-12,4.0,moderate,2026-03-26,True,,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-03695,(250) 202-2000,donna74@example.org
CLI-0680,ORG-0008,Kimberly,sharp,,,1941-06-23,85,female,unknown,canadian_citizen,False,english,emergency_shelter,homeless,"April 04, 2026",2026-04-04,649,True,False,False,True,False,False,,False,,VI_SPDAT,"March 22, 2026",15.0,very_high,2026-02-13,False,,,partial,limited_agencies,CNS-03890,250-664-7632,kathleengonzalez@example.net
CLI-0681,ORG-0003,Timothy,Gentry,,,1988-10-02,38,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2026-04-16,2026-04-17,686,True,False,True,False,False,False,,False,,local,2025-11-06,8.0,high,02/22/2026,False,,,none,no_sharing,CNS-02977,(250) 779-1139,999
CLI-0682,ORG-0003,Christopher,Khan,,,1971-11-28,55,male,non_indigenous,canadian_citizen,False,english,institution,homeless,02/17/2025,2025-09-12,374,False,False,True,False,True,False,,False,,VI_SPDAT,2024-05-30,5.0,moderate,02/11/2026,False,,,full,all_dsa_agencies,CNS-00990,(250) 652-1285,
CLI-0683,ORG-0003,CASEY,Gillespie,,,1994-10-06,32,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,05/08/2018,2025-02-07,769,False,True,False,False,False,False,,False,,VI_SPDAT,2024-04-19,7.0,moderate,2026-04-07,False,,,full,all_dsa_agencies,CNS-03947,(250) 649-3931,ahudson@example.org
CLI-0684,ORG-0002,Yolanda,Sanders,Tyler,,2007-04-12,19,female,non_indigenous,other,False,english,emergency_shelter,homeless,05/24/2025,2025-06-12,686,True,False,True,False,False,True,active,True,p3,none,,,,2026-01-26,False,,,none,no_sharing,CNS-04280,(250) 624-1839,qpayne@example.org
CLI-0685,ORG-0003,timothy,Hayden,,,1974-06-01,52,male,non_indigenous,canadian_citizen,False,other,unsheltered,homeless,"August 09, 2022",2023-03-31,55,True,False,False,False,False,False,,False,,VI_SPDAT,2024-09-05,4.0,moderate,2026-02-05,False,,,partial,all_dsa_agencies,CNS-00994,2504615634,ritterfrank@example.org
CLI-0686,ORG-0007,timothY,Mcdowell,Albert,,04/15/1957,69,male,non_indigenous,canadian_citizen,False,other,housed,housed,23/10/2022,2023-03-14,999,False,False,False,False,True,True,active,True,p3,none,,,,2026-03-23,False,,,partial,limited_agencies,CNS-02353,(250) 420-4378,jessica13@example.com
CLI-0687,ORG-0005,Keith,RodRIgUez,,,2000-08-10,26,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2021-04-17,08/16/2025,787,True,True,False,False,False,False,,True,p1,local,2024-07-29,10.0,high,2026-04-17,False,,,none,limited_agencies,CNS-01553,250-343-1423,sandysnyder@example.org
CLI-0688,ORG-0004,william,mitchell,,Veronica,1972-01-20,54,male,non_indigenous,canadian_citizen,True,english,unsheltered,homeless,2018-05-15,2024-11-21,481,False,False,False,True,False,False,,False,,VI_SPDAT,2025-04-20,7.0,moderate,01/31/2026,True,,No secondary use; annual review; nation data steward approval,minimal,limited_agencies,CNS-03466,(250) 737-5015,vcain@example.net
CLI-0689,ORG-0008,Kimberly,Snyder,Sheena,,1985-01-13,41,female,first_nations,canadian_citizen,False,english,transitional_housing,homeless,07/15/2022,2025-08-21,167,False,False,False,False,False,False,,False,,none,,,,2026-04-06,False,,,full,all_dsa_agencies,CNS-02327,250-495-8027,
CLI-0690,ORG-0003,SAMUEL,MCDONalD,,,"January 25, 1975",51,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2022-12-26,2024-06-24,900,False,False,False,True,False,False,,True,p1,VI_SPDAT,2024-03-08,14.0,very_high,01/21/2026,False,,,none,no_sharing,CNS-04837,(250) 718-4921,crystal58@example.org
CLI-0691,ORG-0002,Cheryl,RODRIGUEZ,,,2002-03-06,24,female,non_indigenous,canadian_citizen,False,english,housed,housed,2023-08-21,2025-10-07,704,False,False,True,True,True,False,,False,,TAY_VI_SPDAT,04/29/2025,9.0,high,2026-02-14,False,,,minimal,limited_agencies,CNS-04764,(250) 313-0528,linda33@example.org
CLI-0692,ORG-0009,Carla,Stevens,,,26/06/1968,58,unknown,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2018-11-16,2024-12-26,852,False,True,True,False,False,False,,False,,VI_SPDAT,23/05/2023,11.0,high,2026-03-11,False,,,partial,all_dsa_agencies,CNS-04758,2505791483,
CLI-0693,ORG-0008,DAWN,Lopez,,,27/09/1962,64,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2019-01-07,2024-02-24,42,False,True,True,True,False,False,,False,,none,,,,2026-02-25,False,,,partial,all_dsa_agencies,CNS-04347,250-967-3626,victor60@example.net
CLI-0694,ORG-0004,Nancy,Gibbs,Ashley,,1953-05-22,73,unknown,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2022-12-05,2023-12-28,34,True,False,False,False,True,False,,False,,VI_SPDAT,2026-02-23,5.0,moderate,03/25/2026,False,,,minimal,limited_agencies,CNS-03641,250-408-1477,laurie41@example.org
CLI-0695,ORG-0001,nicoLE,thompson,,,2008-08-17,18,female,first_nations,canadian_citizen,False,english,couch_surfing,homeless,2019-02-27,2023-05-31,547,False,True,True,True,False,False,,False,,TAY_VI_SPDAT,2025-11-12,13.0,very_high,01/30/2026,False,,,minimal,all_dsa_agencies,CNS-01290,250-329-4077,
CLI-0696,ORG-0004,Scott,Prince,,,Unknown,23,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2023-12-07,2024-05-24,879,True,True,False,True,False,False,,False,,none,,,,2026-03-01,False,,,full,all_dsa_agencies,CNS-01257,,gstein@example.net
CLI-0697,ORG-0008,Samantha,Robertson,Christopher,,1942-10-06,84,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-04-20,2025-07-29,832,True,False,False,False,False,False,,False,,TAY_VI_SPDAT,09/03/2023,14.0,very_high,2026-03-18,False,,,full,limited_agencies,CNS-01008,250-493-6559,robert66@example.net
CLI-0698,ORG-0007,maureen,LOPEZ,,,1993-10-13,33,female,metis,canadian_citizen,True,english,emergency_shelter,homeless,2019-08-09,2022-12-12,362,False,False,False,False,False,False,,False,,VI_SPDAT,2023-11-16,12.0,very_high,2026-02-16,False,,,none,single_agency_only,CNS-02509,250-516-0900,kerry32@example.net
CLI-0699,ORG-0004,BrenDa,MORRIS,John,,1996-07-27,30,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2018-06-23,2022-06-03,756,False,False,True,False,False,False,,False,,VI_SPDAT,2025-06-19,4.0,moderate,2026-03-07,False,,,minimal,all_dsa_agencies,CNS-01252,(250) 709-1688,qfry@example.org
CLI-0700,ORG-0004,Debbie,Young,,Karen,1993-06-28,33,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2023-12-08,2025-01-28,611,False,True,False,False,False,True,housed,True,p2,none,,,,2026-04-14,False,,,partial,limited_agencies,CNS-01012,2503849642,sara06@example.com
CLI-0701,ORG-0001,Tiffany,Turner,Jennifer,,03/14/1996,30,female,first_nations,canadian_citizen,False,english,unsheltered,homeless,2024-08-06,2026-04-15,537,False,False,False,False,False,False,,False,,VI_SPDAT,2025-11-20,8.0,high,2026-03-19,True,Esquimalt,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-01706,2504036656,emoore@example.org
CLI-0702,ORG-0003,Adam,Valdez,Heather,,1988-05-17,38,male,non_indigenous,canadian_citizen,True,other,housed,housed,"June 02, 2019",2023-12-06,50,True,False,True,False,False,False,,False,,local,2025-08-13,16.0,very_high,2026-03-11,False,,,partial,all_dsa_agencies,CNS-03432,,sharon14@example.org
CLI-0703,ORG-0005,Antonio,Wilson,,,2007-05-04,19,male,non_indigenous,unknown,False,english,couch_surfing,homeless,2025-06-26,2025-09-03,637,True,False,False,False,True,False,,True,p2,family,2024-01-10,8.0,high,17/02/2026,False,,,minimal,limited_agencies,CNS-03598,250-768-3540,
CLI-0704,ORG-0001,Elizabeth,Sullivan,,Wayne,1941-02-20,85,non_binary,non_indigenous,canadian_citizen,False,indigenous_language,couch_surfing,homeless,2022-07-07,2025-07-04,299,True,False,False,False,False,False,,False,,none,,,,2026-03-17,False,,,none,no_sharing,CNS-02515,(250) 482-8936,richardatkinson@example.com
CLI-0705,ORG-0002,STEVEN,Padilla,,,2002-07-19,24,male,non_indigenous,permanent_resident,False,english,transitional_housing,homeless,2018-10-26,07/03/2026,427,False,False,False,True,False,True,active,True,p3,VI_SPDAT,2025-09-30,12.0,very_high,2026-03-23,False,,,partial,limited_agencies,CNS-01509,+1-250-304-8492,cherylmartin@example.org
CLI-0706,ORG-0002,Eric,Wilson,,,2003-06-02,23,male,first_nations,canadian_citizen,False,english,couch_surfing,homeless,2020-02-18,2023-06-23,406,False,False,True,False,False,True,active,True,p2,none,,,,2026-04-06,True,Songhees,No secondary use; annual review; nation data steward approval,full,single_agency_only,CNS-04267,250-317-3416,
CLI-0707,ORG-0008,Thomas,Phillips,Christina,,2001-03-25,25,male,prefer_not_to_answer,unknown,False,english,housed,housed,2025-09-20,2026-02-09,761,False,False,False,False,False,False,,False,,family,11/12/2024,12.0,very_high,2026-01-29,False,,,minimal,single_agency_only,CNS-01020,2504369304,hoganalan@example.net
CLI-0708,ORG-0007,Daniel,Anderson,Eric,,1979-09-26,47,male,first_nations,canadian_citizen,False,english,unsheltered,homeless,03/10/2024,2025-01-30,845,False,False,False,False,False,False,,False,,VI_SPDAT,2024-05-18,11.0,high,2026-01-20,True,Esquimalt,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-04659,250-873-3146,fvasquez@example.net
CLI-0709,ORG-0005,Nicole,obRiEn,,,1960-04-20,66,female,non_indigenous,unknown,False,english,emergency_shelter,homeless,2022-03-04,2025-03-22,847,True,False,False,False,False,False,,False,,VI_SPDAT,2025-12-29,15.0,very_high,2026-03-29,False,,,full,limited_agencies,CNS-04129,(250) 532-8549,
CLI-0710,ORG-0007,Jennifer,dunn,Thomas,,07/10/2005,21,female,non_indigenous,canadian_citizen,False,other,emergency_shelter,homeless,2018-08-08,2023-06-12,1028,True,True,False,True,True,False,,True,p3,VI_SPDAT,2023-12-11,16.0,very_high,24/01/2026,False,,,full,all_dsa_agencies,CNS-01278,+1-250-252-0652,andersontonya@example.com
CLI-0711,ORG-0009,Joshua,Beck,Jeffery,,1994-03-26,32,male,first_nations,other,False,english,unsheltered,homeless,2023-02-07,2023-12-29,330,True,True,True,True,False,False,,False,,VI_SPDAT,2024-07-12,4.0,moderate,"March 06, 2026",True,Tsawout,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-01026,(250) 715-6697,elizabeth10@example.org
CLI-0712,ORG-0008,David,Fischer,,,2010-02-10,16,male,first_nations,unknown,False,english,couch_surfing,homeless,2025-11-20,2026-04-16,799,True,True,True,False,False,False,,False,,VI_SPDAT,2025-12-30,8.0,high,2026-02-26,True,Tsawout,No secondary use; annual review; nation data steward approval,full,limited_agencies,CNS-04024,(250) 975-9134,mark09@example.org
CLI-0713,ORG-0006,Shane,Miller,,,1984-07-17,42,male,non_indigenous,canadian_citizen,True,english,institution,homeless,2025-02-07,2025-09-14,574,False,True,False,False,True,False,,False,,VI_SPDAT,2023-03-31,12.0,very_high,2026-04-04,False,,,full,limited_agencies,CNS-04968,250-983-2334,
CLI-0714,ORG-0001,Jeremy,Padilla,Christian,,1981-01-20,45,male,metis,canadian_citizen,False,indigenous_language,emergency_shelter,homeless,2018-06-21,2019-01-09,911,False,False,False,False,False,False,,False,,none,,,,2026-02-25,False,,,minimal,single_agency_only,CNS-02683,250-656-0918,pennyholloway@example.com
CLI-0715,ORG-0005,Kristy,Brown,Amy,,1970-10-10,56,female,unknown,refugee_claimant,False,english,emergency_shelter,homeless,06/03/2021,06/13/2025,706,True,False,False,True,False,False,,False,,VI_SPDAT,11/02/2023,10.0,high,2026-02-03,False,,,none,no_sharing,CNS-04936,+1-250-538-4823,adamskelly@example.net
CLI-0716,ORG-0001,Kathy,Armstrong,,,1988-07-04,38,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2018-04-23,2019-02-07,796,False,False,True,False,False,True,inactive,True,p1,VI_SPDAT,2023-07-04,15.0,very_high,2026-03-14,False,,,none,all_dsa_agencies,CNS-01379,2503781396,deckerjustin@example.org
CLI-0717,ORG-0006,CHRIS,Murphy,,Abigail,2000-01-12,26,male,non_indigenous,unknown,False,english,emergency_shelter,homeless,2023-04-01,2023-07-21,683,True,True,False,True,False,True,housed,True,p2,none,,,,2026-03-27,False,,,none,no_sharing,CNS-01033,(250) 675-4577,
CLI-0718,ORG-0005,BRIAN,HARRIS,,Brandy,18/02/1983,43,male,unknown,canadian_citizen,False,english,transitional_housing,homeless,2025-10-14,2026-02-13,1000,False,False,False,False,False,False,,False,,VI_SPDAT,2023-07-25,9.0,high,2026-04-01,False,,,partial,limited_agencies,CNS-02785,(250) 994-2896,
CLI-0719,ORG-0001,ANN,Dixon,Lindsey,,1988-03-23,38,female,non_indigenous,other,False,english,emergency_shelter,homeless,2023-03-01,2025-04-09,412,False,True,False,False,False,True,inactive,True,p1,VI_SPDAT,2024-04-03,10.0,high,2026-03-28,False,,,minimal,limited_agencies,CNS-04183,(250) 234-5561,longmatthew@example.org
CLI-0720,ORG-0001,Jody,Palmer,,,1975-05-23,51,unknown,first_nations,canadian_citizen,False,english,couch_surfing,homeless,2025-07-19,2026-03-23,708,True,False,False,True,False,False,,False,,VI_SPDAT,2025-03-07,11.0,high,2026-01-26,True,Songhees,No secondary use; annual review; nation data steward approval,none,single_agency_only,CNS-01037,(250) 396-3032,
CLI-0721,ORG-0007,Joyce,Brown,,,1995-01-23,31,female,non_indigenous,canadian_citizen,True,english,unknown,homeless,14/06/2020,2022-09-26,184,True,True,False,False,False,False,,False,,local,03/09/2024,14.0,very_high,2026-03-21,False,,,full,no_sharing,CNS-04466,(250) 794-8714,kelly66@example.org
CLI-0722,ORG-0001,Julia,Roman,Jennifer,,1984-01-11,42,female,metis,canadian_citizen,False,english,couch_surfing,homeless,2023-04-24,2025-05-14,1066,True,False,True,False,False,False,,True,p2,local,2025-05-30,7.0,moderate,2026-02-08,True,Pauquachin,No secondary use; annual review; nation data steward approval,full,all_dsa_agencies,CNS-03144,250.959.4515,
CLI-0723,ORG-0004,James,Velasquez,,,1964-07-26,62,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,08/15/2025,2025-12-17,598,False,True,False,False,False,False,,False,,TAY_VI_SPDAT,2025-05-25,6.0,moderate,01/23/2026,False,,,minimal,single_agency_only,CNS-01423,250-521-7043,Unknown
CLI-0724,ORG-0001,Patrick,Lane,,,1974-07-10,52,male,first_nations,canadian_citizen,True,english,emergency_shelter,homeless,2021-09-12,2025-02-24,620,False,False,True,True,False,False,,False,,TAY_VI_SPDAT,07/11/2025,15.0,very_high,2026-03-15,True,Songhees,No secondary use; annual review; nation data steward approval,partial,limited_agencies,CNS-01393,(250) 945-1174,hernandezwhitney@example.org
CLI-0725,ORG-0004,ANDREW,Cooper,,,1992-11-06,34,male,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2023-06-03,2023-09-29,705,False,True,False,False,False,False,,False,,none,,,,2026-04-18,False,,,full,limited_agencies,CNS-04508,(250) 246-0303,jennifercampbell@example.com
CLI-0726,ORG-0005,Arthur,MCKNIGHT,Sarah,,1971-10-20,55,male,unknown,canadian_citizen,False,english,emergency_shelter,homeless,2024-12-19,03/03/2026,940,True,False,False,False,False,False,,True,p1,TAY_VI_SPDAT,2023-10-16,12.0,very_high,2026-03-13,False,,,full,no_sharing,CNS-03897,250-462-6307,beth76@example.com
CLI-0727,ORG-0007,Benjamin,PECK,Anthony,,2001-06-24,25,male,non_indigenous,canadian_citizen,False,english,unknown,homeless,2022-11-02,2024-05-17,41,True,False,False,False,False,False,,True,p1,local,2025-12-23,14.0,very_high,2026-02-04,False,,,minimal,all_dsa_agencies,CNS-01050,,spearselizabeth@example.net
CLI-0728,ORG-0006,Jason,Mack,,,02/05/1988,38,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2020-08-14,2024-03-09,992,True,False,False,False,True,True,inactive,True,p3,local,2023-04-04,13.0,very_high,04/08/2026,True,,No secondary use; annual review; nation data steward approval,minimal,single_agency_only,CNS-01051,(250) 809-3130,sharon37@example.net
CLI-0729,ORG-0003,Pamela,Good,,,1985-12-11,41,female,non_indigenous,other,False,english,transitional_housing,homeless,2018-09-30,2025-07-22,1004,True,False,False,True,True,False,,False,,VI_SPDAT,2023-10-04,10.0,high,2026-02-22,False,,,minimal,limited_agencies,CNS-04121,2506673617,diazpeter@example.com
CLI-0730,ORG-0009,Matthew,Fisher,,,1998-05-17,28,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,03/03/2025,2025-06-25,544,True,False,False,False,False,False,,False,,TAY_VI_SPDAT,2023-10-15,16.0,very_high,2026-04-13,False,,,none,all_dsa_agencies,CNS-03557,,williamsmaureen@example.com
CLI-0731,ORG-0003,Wendy,Reyes,,,"February 12, 1976",50,female,non_indigenous,unknown,False,english,transitional_housing,homeless,2021-03-17,11/03/2024,924,True,True,False,True,False,False,,True,p3,VI_SPDAT,2025-11-17,2.0,low,2026-03-14,False,,,minimal,limited_agencies,CNS-01055,2505155700,
CLI-0732,ORG-0004,Sheila,Knox,Nicholas,,1964-06-26,62,female,unknown,canadian_citizen,False,english,transitional_housing,homeless,2022-03-25,2026-03-31,603,False,True,False,True,False,False,,True,p2,VI_SPDAT,2025-06-27,16.0,very_high,02/12/2026,False,,,full,no_sharing,CNS-03124,2502739787,ubowers@example.com
